COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
Colombia,DEC2015,December 2015,2015,12,December,Total exports,6.62,16,460.0,849.0,0.0010334366717969
Colombia,DEC2015,December 2015,2015,12,December,Electricity supplied,6403.26,17,75706.996,68225.299,0.9996017678323637
Colombia,DEC2015,December 2015,2015,12,December,Distribution losses,654.092,19,7118.001,5850.0,0.102109163070843
Colombia,DEC2015,December 2015,2015,12,December,Final consumption,5749.167,20,68588.995,62375.299,0.8974924486532619
Colombia,DEC2015,December 2015,2015,12,December,Electricity trade,2.551,21,415.0,802.0,0.0003982321676365
Colombia,DEC2015,December 2015,2015,12,December,Renewables,3400.588,22,49301.099,48591.614,0.5308598708266604
Colombia,DEC2015,December 2015,2015,12,December,Non-renewables,3005.223,23,26820.895,20435.682,0.4691401291733396
Colombia,DEC2015,December 2015,2015,12,December,Others,524.377,24,3317.42,1918.191,0.0818595803091911
Colombia,DEC2015,December 2015,2015,12,December,Other renewables aggregated,114.069,25,1286.614,1264.093,0.0178071129479155
Colombia,DEC2015,December 2015,2015,12,December,Low carbon,3400.588,26,49301.099,48591.614,0.5308598708266604
Colombia,DEC2015,December 2015,2015,12,December,Fossil fuels,3005.223,27,26820.895,20435.682,0.4691401291733396
Colombia,JAN2016,January 2016,2016,1,January,Hydro,2913.965,1,48459.195,3931.459,0.470578631339363
Colombia,JAN2016,January 2016,2016,1,January,Wind,4.899,2,50.622,5.562,0.0007911435844052
Colombia,JAN2016,January 2016,2016,1,January,Solar,1.065,3,8.947,1.065,0.0001719877357402
Colombia,JAN2016,January 2016,2016,1,January,Total combustible fuels,3272.373,7,25942.506,2250.005,0.5284582373404915
Colombia,JAN2016,January 2016,2016,1,January,Coal,732.186,8,5827.773,554.069,0.1182413260851941
Colombia,JAN2016,January 2016,2016,1,January,Oil,520.481,9,3825.121,151.043,0.0840529095641653
Colombia,JAN2016,January 2016,2016,1,January,Natural gas,1903.902,10,14917.598,1442.368,0.307462717419144
Colombia,JAN2016,January 2016,2016,1,January,Combustible renewables,115.804,11,1372.014,102.525,0.018701284271988
Colombia,JAN2016,January 2016,2016,1,January,Net electricity production,6192.302,14,74461.27,6188.091,1.0
Colombia,JAN2016,January 2016,2016,1,January,Total imports,0.072,15,378.0,0.087,1.1627339881032934e-05
Colombia,JAN2016,January 2016,2016,1,January,Total exports,11.043,16,44.999,84.394,0.0017833432542534
Colombia,JAN2016,January 2016,2016,1,January,Electricity supplied,6181.331,17,74794.271,6103.784,0.9982282840856276
Colombia,JAN2016,January 2016,2016,1,January,Distribution losses,586.074,19,7000.001,544.296,0.094645577686618
Colombia,JAN2016,January 2016,2016,1,January,Final consumption,5595.257,20,67794.27,5559.489,0.9035827063990096
Colombia,JAN2016,January 2016,2016,1,January,Electricity trade,10.971,21,-333.001,84.307,0.0017717159143723
Colombia,JAN2016,January 2016,2016,1,January,Renewables,3035.733,22,49890.778,4040.611,0.4902430469314966
Colombia,JAN2016,January 2016,2016,1,January,Non-renewables,3156.569,23,24570.492,2147.48,0.5097569530685034
Colombia,JAN2016,January 2016,2016,1,January,Others,520.481,24,3825.121,151.043,0.0840529095641653
Colombia,JAN2016,January 2016,2016,1,January,Other renewables aggregated,115.804,25,1372.014,102.525,0.018701284271988
Colombia,JAN2016,January 2016,2016,1,January,Low carbon,3035.733,26,49890.778,4040.611,0.4902430469314966
Colombia,JAN2016,January 2016,2016,1,January,Fossil fuels,3156.569,27,24570.492,2147.48,0.5097569530685034
Colombia,FEB2016,February 2016,2016,2,February,Hydro,2937.529,1,48459.195,8013.726,0.4835108383542523
Colombia,FEB2016,February 2016,2016,2,February,Wind,5.978,2,50.622,10.41,0.0009839657044004
Colombia,FEB2016,February 2016,2016,2,February,Solar,0.831,3,8.947,1.896,0.0001367807795846
Colombia,FEB2016,February 2016,2016,2,February,Total combustible fuels,3131.077,7,25942.506,4098.157,0.5153684151617627
Colombia,FEB2016,February 2016,2016,2,February,Coal,660.377,8,5827.773,936.734,0.10869660755685
Colombia,FEB2016,February 2016,2016,2,February,Oil,709.804,9,3825.121,303.05,0.11683218348047
Colombia,FEB2016,February 2016,2016,2,February,Natural gas,1640.094,10,14917.598,2653.045,0.2699558795571989
Colombia,FEB2016,February 2016,2016,2,February,Combustible renewables,120.802,11,1372.014,205.329,0.0198837445672435
Colombia,FEB2016,February 2016,2016,2,February,Net electricity production,6075.415,14,74461.27,12124.189,1.0
Colombia,FEB2016,February 2016,2016,2,February,Total imports,13.429,15,378.0,0.119,0.0022103839819995
Colombia,FEB2016,February 2016,2016,2,February,Total exports,18.981,16,44.999,138.878,0.0031242310196093
Colombia,FEB2016,February 2016,2016,2,February,Electricity supplied,6069.863,17,74794.271,11985.43,0.9990861529623902
Colombia,FEB2016,February 2016,2016,2,February,Distribution losses,590.857,19,7000.001,1005.403,0.0972537678496036
Colombia,FEB2016,February 2016,2016,2,February,Final consumption,5479.006,20,67794.27,10980.027,0.9018323851127866
Colombia,FEB2016,February 2016,2016,2,February,Electricity trade,5.552,21,-333.001,138.759,0.0009138470376097
Colombia,FEB2016,February 2016,2016,2,February,Renewables,3065.14,22,49890.778,8231.361,0.5045153294054809
Colombia,FEB2016,February 2016,2016,2,February,Non-renewables,3010.275,23,24570.492,3892.829,0.495484670594519
Colombia,FEB2016,February 2016,2016,2,February,Others,709.804,24,3825.121,303.05,0.11683218348047
Colombia,FEB2016,February 2016,2016,2,February,Other renewables aggregated,120.802,25,1372.014,205.329,0.0198837445672435
Colombia,FEB2016,February 2016,2016,2,February,Low carbon,3065.14,26,49890.778,8231.361,0.5045153294054809
Colombia,FEB2016,February 2016,2016,2,February,Fossil fuels,3010.275,27,24570.492,3892.829,0.495484670594519
Colombia,MAR2016,March 2016,2016,3,March,Hydro,2592.859,1,48459.195,12331.531,0.4321542586259714
Colombia,MAR2016,March 2016,2016,3,March,Wind,5.579,2,50.622,16.791,0.0009298571996681
Colombia,MAR2016,March 2016,2016,3,March,Solar,0.665,3,8.947,2.561,0.0001108361781285
Colombia,MAR2016,March 2016,2016,3,March,Total combustible fuels,3400.743,7,25942.506,6260.734,0.5668050479962319
Colombia,MAR2016,March 2016,2016,3,March,Coal,755.762,8,5827.773,1513.816,0.1259635663982042
Colombia,MAR2016,March 2016,2016,3,March,Oil,801.001,9,3825.121,457.853,0.1335035932588936
Colombia,MAR2016,March 2016,2016,3,March,Natural gas,1717.924,10,14917.598,3977.799,0.2863280157524043
Colombia,MAR2016,March 2016,2016,3,March,Combustible renewables,126.056,11,1372.014,311.266,0.0210098725867297
Colombia,MAR2016,March 2016,2016,3,March,Net electricity production,5999.846,14,74461.27,18611.616,1.0
Colombia,MAR2016,March 2016,2016,3,March,Total imports,142.212,15,378.0,0.14,0.023702608366948
Colombia,MAR2016,March 2016,2016,3,March,Total exports,0.161,16,44.999,266.769,2.6834022073233216e-05
Colombia,MAR2016,March 2016,2016,3,March,Electricity supplied,6141.897,17,74794.271,18344.987,1.023675774344875
Colombia,MAR2016,March 2016,2016,3,March,Distribution losses,597.568,19,7000.001,1686.289,0.0995972229953902
Colombia,MAR2016,March 2016,2016,3,March,Final consumption,5544.329,20,67794.27,16658.699,0.9240785513494848
Colombia,MAR2016,March 2016,2016,3,March,Electricity trade,-142.051,21,-333.001,266.629,-0.0236757743448748
Colombia,MAR2016,March 2016,2016,3,March,Renewables,2725.159,22,49890.778,12662.149,0.4542048245904979
Colombia,MAR2016,March 2016,2016,3,March,Non-renewables,3274.687,23,24570.492,5949.468,0.5457951754095022
Colombia,MAR2016,March 2016,2016,3,March,Others,801.001,24,3825.121,457.853,0.1335035932588936
Colombia,MAR2016,March 2016,2016,3,March,Other renewables aggregated,126.056,25,1372.014,311.266,0.0210098725867297
Colombia,MAR2016,March 2016,2016,3,March,Low carbon,2725.159,26,49890.778,12662.149,0.4542048245904979
Colombia,MAR2016,March 2016,2016,3,March,Fossil fuels,3274.687,27,24570.492,5949.468,0.5457951754095022
Colombia,APR2016,April 2016,2016,4,April,Hydro,3430.949,1,48459.195,16684.469,0.5729512555016496
Colombia,APR2016,April 2016,2016,4,April,Wind,4.103,2,50.622,22.965,0.0006851803979957
Colombia,APR2016,April 2016,2016,4,April,Solar,0.56,3,8.947,3.121,9.351718812518749e-05
Colombia,APR2016,April 2016,2016,4,April,Total combustible fuels,2552.592,7,25942.506,8079.845,0.4262700469122294
Colombia,APR2016,April 2016,2016,4,April,Coal,606.024,8,5827.773,1959.403,0.1012029650292475
Colombia,APR2016,April 2016,2016,4,April,Oil,431.193,9,3825.121,607.796,0.0720070658915427
Colombia,APR2016,April 2016,2016,4,April,Natural gas,1390.962,10,14917.598,5094.56,0.2322836696946196
Colombia,APR2016,April 2016,2016,4,April,Combustible renewables,124.413,11,1372.014,418.086,0.0207763462968195
Colombia,APR2016,April 2016,2016,4,April,Net electricity production,5988.204,14,74461.27,24790.399,1.0
Colombia,APR2016,April 2016,2016,4,April,Total imports,66.492,15,378.0,0.178,0.0111038301300356
Colombia,APR2016,April 2016,2016,4,April,Total exports,1.206,16,44.999,313.479,0.0002013959444267
Colombia,APR2016,April 2016,2016,4,April,Electricity supplied,6053.49,17,74794.271,24477.098,1.010902434185609
Colombia,APR2016,April 2016,2016,4,April,Distribution losses,517.212,19,7000.001,2256.383,0.0863718069725079
Colombia,APR2016,April 2016,2016,4,April,Final consumption,5536.278,20,67794.27,22220.717,0.9245306272131012
Colombia,APR2016,April 2016,2016,4,April,Electricity trade,-65.286,21,-333.001,313.301,-0.0109024341856089
Colombia,APR2016,April 2016,2016,4,April,Renewables,3560.025,22,49890.778,17128.641,0.5945062993845901
Colombia,APR2016,April 2016,2016,4,April,Non-renewables,2428.179,23,24570.492,7661.759,0.4054937006154099
Colombia,APR2016,April 2016,2016,4,April,Others,431.193,24,3825.121,607.796,0.0720070658915427
Colombia,APR2016,April 2016,2016,4,April,Other renewables aggregated,124.413,25,1372.014,418.086,0.0207763462968195
Colombia,APR2016,April 2016,2016,4,April,Low carbon,3560.025,26,49890.778,17128.641,0.5945062993845901
Colombia,APR2016,April 2016,2016,4,April,Fossil fuels,2428.179,27,24570.492,7661.759,0.4054937006154099
Colombia,MAY2016,May 2016,2016,5,May,Hydro,4456.328,1,48459.195,20891.139,0.7149554429116568
Colombia,MAY2016,May 2016,2016,5,May,Wind,4.032,2,50.622,29.261,0.0006468779555319
Colombia,MAY2016,May 2016,2016,5,May,Solar,0.67,3,8.947,3.791,0.0001074921205869
Colombia,MAY2016,May 2016,2016,5,May,Total combustible fuels,1771.985,7,25942.506,10320.34,0.2842901870122244
Colombia,MAY2016,May 2016,2016,5,May,Coal,370.827,8,5827.773,2495.904,0.0594940008968372
Colombia,MAY2016,May 2016,2016,5,May,Oil,168.265,9,3825.121,773.193,0.0269957636873968
Colombia,MAY2016,May 2016,2016,5,May,Natural gas,1133.33,10,14917.598,6532.403,0.181826932872775
Colombia,MAY2016,May 2016,2016,5,May,Combustible renewables,99.563,11,1372.014,518.84,0.0159734895552152
Colombia,MAY2016,May 2016,2016,5,May,Net electricity production,6233.015,14,74461.27,31244.531,1.0
Colombia,MAY2016,May 2016,2016,5,May,Total imports,63.687,15,378.0,9.134,0.0102176875877885
Colombia,MAY2016,May 2016,2016,5,May,Total exports,0.91,16,44.999,340.778,0.0001459967607971
Colombia,MAY2016,May 2016,2016,5,May,Electricity supplied,6295.792,17,74794.271,30912.887,1.010071690826991
Colombia,MAY2016,May 2016,2016,5,May,Distribution losses,637.389,19,7000.001,2970.384,0.1022601421623403
Colombia,MAY2016,May 2016,2016,5,May,Final consumption,5658.403,20,67794.27,27942.504,0.9078115486646512
Colombia,MAY2016,May 2016,2016,5,May,Electricity trade,-62.777,21,-333.001,331.644,-0.0100716908269914
Colombia,MAY2016,May 2016,2016,5,May,Renewables,4560.593,22,49890.778,21443.031,0.7316833025429907
Colombia,MAY2016,May 2016,2016,5,May,Non-renewables,1672.422,23,24570.492,9801.5,0.2683166974570091
Colombia,MAY2016,May 2016,2016,5,May,Others,168.265,24,3825.121,773.193,0.0269957636873968
Colombia,MAY2016,May 2016,2016,5,May,Other renewables aggregated,99.563,25,1372.014,518.84,0.0159734895552152
Colombia,MAY2016,May 2016,2016,5,May,Low carbon,4560.593,26,49890.778,21443.031,0.7316833025429907
Colombia,MAY2016,May 2016,2016,5,May,Fossil fuels,1672.422,27,24570.492,9801.5,0.2683166974570091
Colombia,JUN2016,June 2016,2016,6,June,Hydro,4255.49,1,48459.195,25027.352,0.6979510647489519
Colombia,JUN2016,June 2016,2016,6,June,Wind,5.915,2,50.622,36.275,0.0009701304780389
Colombia,JUN2016,June 2016,2016,6,June,Solar,0.697,3,8.947,4.488,0.0001143163048509
Colombia,JUN2016,June 2016,2016,6,June,Total combustible fuels,1835.016,7,25942.506,12411.778,0.3009644884681582
Colombia,JUN2016,June 2016,2016,6,June,Coal,413.337,8,5827.773,2989.87,0.0677921929672346
Colombia,JUN2016,June 2016,2016,6,June,Oil,171.988,9,3825.121,979.255,0.0282080812606874
Colombia,JUN2016,June 2016,2016,6,June,Natural gas,1147.522,10,14917.598,7815.602,0.1882072808825415
Colombia,JUN2016,June 2016,2016,6,June,Combustible renewables,102.169,11,1372.014,627.051,0.0167569333576945
Colombia,JUN2016,June 2016,2016,6,June,Net electricity production,6097.118,14,74461.27,37479.894,1.0
Colombia,JUN2016,June 2016,2016,6,June,Total imports,40.357,15,378.0,15.595,0.0066190288592085
Colombia,JUN2016,June 2016,2016,6,June,Total exports,0.383,16,44.999,353.177,6.281656349770498e-05
Colombia,JUN2016,June 2016,2016,6,June,Electricity supplied,6137.092,17,74794.271,37142.312,1.0065562122957108
Colombia,JUN2016,June 2016,2016,6,June,Distribution losses,508.33,19,7000.001,3413.327,0.0833721768219017
Colombia,JUN2016,June 2016,2016,6,June,Final consumption,5628.762,20,67794.27,33728.985,0.923184035473809
Colombia,JUN2016,June 2016,2016,6,June,Electricity trade,-39.974,21,-333.001,337.582,-0.0065562122957108
Colombia,JUN2016,June 2016,2016,6,June,Renewables,4364.271,22,49890.778,25695.166,0.7157924448895362
Colombia,JUN2016,June 2016,2016,6,June,Non-renewables,1732.847,23,24570.492,11784.727,0.2842075551104636
Colombia,JUN2016,June 2016,2016,6,June,Others,171.988,24,3825.121,979.255,0.0282080812606874
Colombia,JUN2016,June 2016,2016,6,June,Other renewables aggregated,102.169,25,1372.014,627.051,0.0167569333576945
Colombia,JUN2016,June 2016,2016,6,June,Low carbon,4364.271,26,49890.778,25695.166,0.7157924448895362
Colombia,JUN2016,June 2016,2016,6,June,Fossil fuels,1732.847,27,24570.492,11784.727,0.2842075551104636
Colombia,JUL2016,July 2016,2016,7,July,Hydro,4579.753,1,48459.195,29428.591,0.7348421408165049
Colombia,JUL2016,July 2016,2016,7,July,Wind,7.022,2,50.622,43.35,0.0011267117490426
Colombia,JUL2016,July 2016,2016,7,July,Solar,0.75,3,8.947,5.238,0.0001203409017063
Colombia,JUL2016,July 2016,2016,7,July,Total combustible fuels,1644.77,7,25942.506,14514.843,0.2639108065327459
Colombia,JUL2016,July 2016,2016,7,July,Coal,419.365,8,5827.773,3483.556,0.0672890163254467
Colombia,JUL2016,July 2016,2016,7,July,Oil,167.389,9,3825.121,1150.926,0.0268583242609664
Colombia,JUL2016,July 2016,2016,7,July,Natural gas,949.527,10,14917.598,9143.205,0.1523559138327053
Colombia,JUL2016,July 2016,2016,7,July,Combustible renewables,108.489,11,1372.014,737.157,0.0174075521136274
Colombia,JUL2016,July 2016,2016,7,July,Net electricity production,6232.295,14,74461.27,43992.024,1.0
Colombia,JUL2016,July 2016,2016,7,July,Total imports,15.983,15,378.0,28.972,0.0025645448426302
Colombia,JUL2016,July 2016,2016,7,July,Total exports,0.186,16,44.999,376.033,2.984454362317573e-05
Colombia,JUL2016,July 2016,2016,7,July,Electricity supplied,6248.092,17,74794.271,43644.963,1.002534700299007
Colombia,JUL2016,July 2016,2016,7,July,Distribution losses,598.261,19,7000.001,4079.746,0.0959936909276598
Colombia,JUL2016,July 2016,2016,7,July,Final consumption,5649.831,20,67794.27,39565.217,0.9065410093713472
Colombia,JUL2016,July 2016,2016,7,July,Electricity trade,-15.797,21,-333.001,347.061,-0.002534700299007
Colombia,JUL2016,July 2016,2016,7,July,Renewables,4696.014,22,49890.778,30214.336,0.7534967455808815
Colombia,JUL2016,July 2016,2016,7,July,Non-renewables,1536.281,23,24570.492,13777.687,0.2465032544191184
Colombia,JUL2016,July 2016,2016,7,July,Others,167.389,24,3825.121,1150.926,0.0268583242609664
Colombia,JUL2016,July 2016,2016,7,July,Other renewables aggregated,108.489,25,1372.014,737.157,0.0174075521136274
Colombia,JUL2016,July 2016,2016,7,July,Low carbon,4696.014,26,49890.778,30214.336,0.7534967455808815
Colombia,JUL2016,July 2016,2016,7,July,Fossil fuels,1536.281,27,24570.492,13777.687,0.2465032544191184
Colombia,AUG2016,August 2016,2016,8,August,Hydro,4708.546,1,48459.195,34001.36,0.7251174791260299
Colombia,AUG2016,August 2016,2016,8,August,Wind,5.683,2,50.622,49.206,0.0008751836838534
Colombia,AUG2016,August 2016,2016,8,August,Solar,0.75,3,8.947,5.988,0.0001155002222224
Colombia,AUG2016,August 2016,2016,8,August,Total combustible fuels,1778.515,7,25942.506,16514.748,0.2738918369678944
Colombia,AUG2016,August 2016,2016,8,August,Coal,463.501,8,5827.773,4019.83,0.0713792913337565
Colombia,AUG2016,August 2016,2016,8,August,Oil,168.976,9,3825.121,1306.604,0.0260223540670092
Colombia,AUG2016,August 2016,2016,8,August,Natural gas,1025.366,10,14917.598,10343.731,0.1579066678124288
Colombia,AUG2016,August 2016,2016,8,August,Combustible renewables,120.672,11,1372.014,844.583,0.0185835237546997
Colombia,AUG2016,August 2016,2016,8,August,Net electricity production,6493.494,14,74461.27,50571.304,1.0
Colombia,AUG2016,August 2016,2016,8,August,Total imports,23.645,15,378.0,33.921,0.0036413370059323
Colombia,AUG2016,August 2016,2016,8,August,Total exports,3.303,16,44.999,414.888,0.0005086629786675
Colombia,AUG2016,August 2016,2016,8,August,Electricity supplied,6513.836,17,74794.271,50190.337,1.0031326740272648
Colombia,AUG2016,August 2016,2016,8,August,Distribution losses,749.289,19,7000.001,4730.001,0.1153907280117607
Colombia,AUG2016,August 2016,2016,8,August,Final consumption,5764.547,20,67794.27,45460.337,0.8877419460155042
Colombia,AUG2016,August 2016,2016,8,August,Electricity trade,-20.342,21,-333.001,380.967,-0.0031326740272648
Colombia,AUG2016,August 2016,2016,8,August,Renewables,4835.651,22,49890.778,34901.137,0.7446916867868054
Colombia,AUG2016,August 2016,2016,8,August,Non-renewables,1657.843,23,24570.492,15670.165,0.2553083132131946
Colombia,AUG2016,August 2016,2016,8,August,Others,168.976,24,3825.121,1306.604,0.0260223540670092
Colombia,AUG2016,August 2016,2016,8,August,Other renewables aggregated,120.672,25,1372.014,844.583,0.0185835237546997
Colombia,AUG2016,August 2016,2016,8,August,Low carbon,4835.651,26,49890.778,34901.137,0.7446916867868054
Colombia,AUG2016,August 2016,2016,8,August,Fossil fuels,1657.843,27,24570.492,15670.165,0.2553083132131946
Colombia,SEP2016,September 2016,2016,9,September,Hydro,4654.819,1,48459.195,38028.505,0.7385718812292156
Colombia,SEP2016,September 2016,2016,9,September,Wind,3.333,2,50.622,53.095,0.0005288412030923
Colombia,SEP2016,September 2016,2016,9,September,Solar,0.745,3,8.947,6.733,0.0001182078296741
Colombia,SEP2016,September 2016,2016,9,September,Total combustible fuels,1643.562,7,25942.506,18998.645,0.2607810697380181
Colombia,SEP2016,September 2016,2016,9,September,Coal,287.448,8,5827.773,4586.371,0.0456088647304171
Colombia,SEP2016,September 2016,2016,9,September,Oil,165.204,9,3825.121,1580.426,0.0262126258972886
Colombia,SEP2016,September 2016,2016,9,September,Natural gas,1073.401,10,14917.598,11880.69,0.1703146343355823
Colombia,SEP2016,September 2016,2016,9,September,Combustible renewables,117.509,11,1372.014,951.158,0.0186449447747299
Colombia,SEP2016,September 2016,2016,9,September,Net electricity production,6302.459,14,74461.27,57086.98,1.0
Colombia,SEP2016,September 2016,2016,9,September,Total imports,6.3,15,378.0,37.468,0.0009996098348279
Colombia,SEP2016,September 2016,2016,9,September,Total exports,5.728,16,44.999,447.748,0.0009088516085546
Colombia,SEP2016,September 2016,2016,9,September,Electricity supplied,6303.031,17,74794.271,56676.7,1.0000907582262732
Colombia,SEP2016,September 2016,2016,9,September,Distribution losses,516.778,19,7000.001,5377.411,0.0819962494004324
Colombia,SEP2016,September 2016,2016,9,September,Final consumption,5786.253,20,67794.27,51299.29,0.9180945088258408
Colombia,SEP2016,September 2016,2016,9,September,Electricity trade,-0.572,21,-333.001,410.28,-9.07582262732689e-05
Colombia,SEP2016,September 2016,2016,9,September,Renewables,4776.406,22,49890.778,39039.491,0.7578638750367118
Colombia,SEP2016,September 2016,2016,9,September,Non-renewables,1526.053,23,24570.492,18047.487,0.2421361249632881
Colombia,SEP2016,September 2016,2016,9,September,Others,165.204,24,3825.121,1580.426,0.0262126258972886
Colombia,SEP2016,September 2016,2016,9,September,Other renewables aggregated,117.509,25,1372.014,951.158,0.0186449447747299
Colombia,SEP2016,September 2016,2016,9,September,Low carbon,4776.406,26,49890.778,39039.491,0.7578638750367118
Colombia,SEP2016,September 2016,2016,9,September,Fossil fuels,1526.053,27,24570.492,18047.487,0.2421361249632881
Colombia,OCT2016,October 2016,2016,10,October,Hydro,4458.058,1,48459.195,41412.304,0.7047928611008569
Colombia,OCT2016,October 2016,2016,10,October,Wind,1.444,2,50.622,56.7,0.0002282879431872
Colombia,OCT2016,October 2016,2016,10,October,Solar,0.688,3,8.947,7.421,0.0001087687707152
Colombia,OCT2016,October 2016,2016,10,October,Total combustible fuels,1865.155,7,25942.506,22082.576,0.2948700821852404
Colombia,OCT2016,October 2016,2016,10,October,Coal,508.56,8,5827.773,5283.17,0.0804003576089525
Colombia,OCT2016,October 2016,2016,10,October,Oil,175.131,9,3825.121,2171.666,0.0276871854420588
Colombia,OCT2016,October 2016,2016,10,October,Natural gas,1060.533,10,14917.598,13560.725,0.1676640562688675
Colombia,OCT2016,October 2016,2016,10,October,Combustible renewables,120.931,11,1372.014,1067.014,0.0191184828653614
Colombia,OCT2016,October 2016,2016,10,October,Net electricity production,6325.345,14,74461.27,63559.003,1.0
Colombia,OCT2016,October 2016,2016,10,October,Total imports,2.555,15,378.0,40.093,0.0004039305365952
Colombia,OCT2016,October 2016,2016,10,October,Total exports,2.081,16,44.999,449.447,0.000328993912585
Colombia,OCT2016,October 2016,2016,10,October,Electricity supplied,6325.819,17,74794.271,63149.649,1.0000749366240105
Colombia,OCT2016,October 2016,2016,10,October,Distribution losses,584.065,19,7000.001,5987.96,0.0923372559125233
Colombia,OCT2016,October 2016,2016,10,October,Final consumption,5741.754,20,67794.27,57161.69,0.9077376807114867
Colombia,OCT2016,October 2016,2016,10,October,Electricity trade,-0.474,21,-333.001,409.354,-7.493662401023185e-05
Colombia,OCT2016,October 2016,2016,10,October,Renewables,4581.121,22,49890.778,42543.439,0.724248400680121
Colombia,OCT2016,October 2016,2016,10,October,Non-renewables,1744.224,23,24570.492,21015.561,0.2757515993198789
Colombia,OCT2016,October 2016,2016,10,October,Others,175.131,24,3825.121,2171.666,0.0276871854420588
Colombia,OCT2016,October 2016,2016,10,October,Other renewables aggregated,120.931,25,1372.014,1067.014,0.0191184828653614
Colombia,OCT2016,October 2016,2016,10,October,Low carbon,4581.121,26,49890.778,42543.439,0.724248400680121
Colombia,OCT2016,October 2016,2016,10,October,Fossil fuels,1744.224,27,24570.492,21015.561,0.2757515993198789
Colombia,NOV2016,November 2016,2016,11,November,Hydro,4593.596,1,48459.195,44658.98,0.7420235148774745
Colombia,NOV2016,November 2016,2016,11,November,Wind,1.075,2,50.622,60.917,0.0001736494194294
Colombia,NOV2016,November 2016,2016,11,November,Solar,0.648,3,8.947,8.069,0.0001046742546886
Colombia,NOV2016,November 2016,2016,11,November,Total combustible fuels,1595.315,7,25942.506,24988.218,0.2576981614484074
Colombia,NOV2016,November 2016,2016,11,November,Coal,343.193,8,5827.773,5896.357,0.0554374560020831
Colombia,NOV2016,November 2016,2016,11,November,Oil,187.052,9,3825.121,2793.043,0.0302153220494056
Colombia,NOV2016,November 2016,2016,11,November,Natural gas,957.416,10,14917.598,15126.272,0.1546555651650542
Colombia,NOV2016,November 2016,2016,11,November,Combustible renewables,107.654,11,1372.014,1172.545,0.0173898182318644
Colombia,NOV2016,November 2016,2016,11,November,Net electricity production,6190.634,14,74461.27,69716.185,1.0
Colombia,NOV2016,November 2016,2016,11,November,Total imports,2.337,15,378.0,40.931,0.0003775057611223
Colombia,NOV2016,November 2016,2016,11,November,Total exports,0.864,16,44.999,453.38,0.0001395656729181
Colombia,NOV2016,November 2016,2016,11,November,Electricity supplied,6192.107,17,74794.271,69303.736,1.0002379400882042
Colombia,NOV2016,November 2016,2016,11,November,Distribution losses,540.528,19,7000.001,6463.909,0.0873138357072959
Colombia,NOV2016,November 2016,2016,11,November,Final consumption,5651.579,20,67794.27,62839.828,0.9129241043809084
Colombia,NOV2016,November 2016,2016,11,November,Electricity trade,-1.473,21,-333.001,412.449,-0.0002379400882042
Colombia,NOV2016,November 2016,2016,11,November,Renewables,4702.973,22,49890.778,45900.511,0.7596916567834571
Colombia,NOV2016,November 2016,2016,11,November,Non-renewables,1487.661,23,24570.492,23815.672,0.2403083432165429
Colombia,NOV2016,November 2016,2016,11,November,Others,187.052,24,3825.121,2793.043,0.0302153220494056
Colombia,NOV2016,November 2016,2016,11,November,Other renewables aggregated,107.654,25,1372.014,1172.545,0.0173898182318644
Colombia,NOV2016,November 2016,2016,11,November,Low carbon,4702.973,26,49890.778,45900.511,0.7596916567834571
Colombia,NOV2016,November 2016,2016,11,November,Fossil fuels,1487.661,27,24570.492,23815.672,0.2403083432165429
Colombia,DEC2016,December 2016,2016,12,December,Hydro,4877.303,1,48459.195,47938.041,0.7703668989943838
Colombia,DEC2016,December 2016,2016,12,December,Wind,1.559,2,50.622,67.497,0.0002462430559537
Colombia,DEC2016,December 2016,2016,12,December,Solar,0.878,3,8.947,8.947,0.0001386795401714
Colombia,DEC2016,December 2016,2016,12,December,Total combustible fuels,1451.403,7,25942.506,28107.51,0.229248178409491
Colombia,DEC2016,December 2016,2016,12,December,Coal,267.193,8,5827.773,6653.61,0.0422029639829648
Colombia,DEC2016,December 2016,2016,12,December,Oil,158.637,9,3825.121,3317.42,0.0250566130002118
Colombia,DEC2016,December 2016,2016,12,December,Natural gas,917.621,10,14917.598,16849.865,0.1449376518584401
Colombia,DEC2016,December 2016,2016,12,December,Combustible renewables,107.952,11,1372.014,1286.614,0.0170509495678742
Colombia,DEC2016,December 2016,2016,12,December,Net electricity production,6331.143,14,74461.27,76121.996,1.0
Colombia,DEC2016,December 2016,2016,12,December,Total imports,0.931,15,378.0,45.0,0.0001470508563777
Colombia,DEC2016,December 2016,2016,12,December,Total exports,0.153,16,44.999,460.0,2.416625244446382e-05
Colombia,DEC2016,December 2016,2016,12,December,Electricity supplied,6331.921,17,74794.271,75706.996,1.0001228846039334
Colombia,DEC2016,December 2016,2016,12,December,Distribution losses,573.65,19,7000.001,7118.001,0.0906076517305011
Colombia,DEC2016,December 2016,2016,12,December,Final consumption,5758.271,20,67794.27,68588.995,0.9095152328734322
Colombia,DEC2016,December 2016,2016,12,December,Electricity trade,-0.778,21,-333.001,415.0,-0.0001228846039332
Colombia,DEC2016,December 2016,2016,12,December,Renewables,4987.692,22,49890.778,49301.099,0.7878027711583833
